date,coin,open,market_cap,volume
14/08/2013,bitcoin,109.56,1265450000,0
15/08/2013,bitcoin,112.56,1300660000,0
16/08/2013,bitcoin,110,1271470000,0
17/08/2013,bitcoin,108.99,1260350000,0
18/08/2013,bitcoin,112.75,1304320000,0
19/08/2013,bitcoin,113.38,1312160000,0
20/08/2013,bitcoin,119,1377730000,0
21/08/2013,bitcoin,121.21,1403890000,0
22/08/2013,bitcoin,123.3,1428700000,0
23/08/2013,bitcoin,122,1414290000,0
24/08/2013,bitcoin,118.51,1374420000,0
25/08/2013,bitcoin,119.6,1387640000,0
26/08/2013,bitcoin,122.11,1417200000,0
27/08/2013,bitcoin,120.07,1394010000,0
28/08/2013,bitcoin,126.48,1468960000,0
29/08/2013,bitcoin,122.62,1424680000,0
30/08/2013,bitcoin,122.35,1422120000,0
31/08/2013,bitcoin,133.09,1547640000,0
01/09/2013,bitcoin,135.14,1572230000,0
02/09/2013,bitcoin,138.63,1613600000,0
03/09/2013,bitcoin,135.61,1579180000,0
04/09/2013,bitcoin,136.53,1590550000,0
05/09/2013,bitcoin,126.76,1477250000,0
06/09/2013,bitcoin,126.49,1474670000,0
07/09/2013,bitcoin,118.89,1386610000,0
08/09/2013,bitcoin,124.13,1448180000,0
09/09/2013,bitcoin,121.86,1422180000,0
10/09/2013,bitcoin,127.27,1485960000,0
11/09/2013,bitcoin,125.89,1470450000,0
12/09/2013,bitcoin,135.55,1583960000,0
13/09/2013,bitcoin,132.83,1552880000,0
14/09/2013,bitcoin,135.01,1579050000,0
15/09/2013,bitcoin,129.4,1514140000,0
16/09/2013,bitcoin,130.86,1531820000,0
17/09/2013,bitcoin,131.59,1540880000,0
18/09/2013,bitcoin,131.71,1542870000,0
19/09/2013,bitcoin,131.37,1539430000,0
20/09/2013,bitcoin,129.7,1520470000,0
21/09/2013,bitcoin,126.95,1488870000,0
22/09/2013,bitcoin,127.87,1500260000,0
23/09/2013,bitcoin,128.98,1513940000,0
24/09/2013,bitcoin,126.05,1480210000,0
25/09/2013,bitcoin,127.38,1496510000,0
26/09/2013,bitcoin,128.21,1506920000,0
27/09/2013,bitcoin,128.94,1516020000,0
28/09/2013,bitcoin,133.77,1573400000,0
29/09/2013,bitcoin,134.9,1587290000,0
30/09/2013,bitcoin,137.15,1614350000,0
01/10/2013,bitcoin,132.68,1562270000,0
02/10/2013,bitcoin,132.05,1555470000,0
03/10/2013,bitcoin,114.45,1348700000,0
04/10/2013,bitcoin,123.41,1454900000,0
05/10/2013,bitcoin,128.63,1517020000,0
06/10/2013,bitcoin,128.36,1514540000,0
07/10/2013,bitcoin,129.43,1527760000,0
08/10/2013,bitcoin,126.74,1496500000,0
09/10/2013,bitcoin,125.85,1486510000,0
10/10/2013,bitcoin,130.67,1544020000,0
11/10/2013,bitcoin,130.75,1545600000,0
12/10/2013,bitcoin,130.9,1547970000,0
13/10/2013,bitcoin,135.19,1599430000,0
14/10/2013,bitcoin,139.27,1648470000,0
15/10/2013,bitcoin,140.77,1667100000,0
16/10/2013,bitcoin,145.65,1725840000,0
17/10/2013,bitcoin,142.41,1688200000,0
18/10/2013,bitcoin,146.37,1735750000,0
19/10/2013,bitcoin,155.91,1849630000,0
20/10/2013,bitcoin,171.66,2037440000,0
21/10/2013,bitcoin,174.8,2075580000,0
22/10/2013,bitcoin,182.65,2169750000,0
23/10/2013,bitcoin,193.36,2298160000,0
24/10/2013,bitcoin,214.3,2548230000,0
25/10/2013,bitcoin,197.69,2351780000,0
26/10/2013,bitcoin,187.45,2231070000,0
27/10/2013,bitcoin,176.6,2102730000,0
28/10/2013,bitcoin,196.21,2337100000,0
29/10/2013,bitcoin,198.55,2365840000,0
30/10/2013,bitcoin,204.39,2436240000,0
31/10/2013,bitcoin,199.83,2382870000,0
01/11/2013,bitcoin,203.9,2432470000,0
02/11/2013,bitcoin,205.81,2456330000,0
03/11/2013,bitcoin,205.99,2459520000,0
04/11/2013,bitcoin,214.66,2564070000,0
05/11/2013,bitcoin,229.21,2738980000,0
06/11/2013,bitcoin,244.78,2926100000,0
07/11/2013,bitcoin,261.68,3129190000,0
08/11/2013,bitcoin,297.85,3562790000,0
09/11/2013,bitcoin,338.58,4051120000,0
10/11/2013,bitcoin,348.82,4174930000,0
11/11/2013,bitcoin,325.41,3896130000,0
12/11/2013,bitcoin,343.06,4109060000,0
13/11/2013,bitcoin,360.97,4325400000,0
14/11/2013,bitcoin,406.41,4871600000,0
15/11/2013,bitcoin,419.41,5029340000,0
16/11/2013,bitcoin,417.28,5005530000,0
17/11/2013,bitcoin,440.96,5291730000,0
18/11/2013,bitcoin,496.58,5961500000,0
19/11/2013,bitcoin,712.76,8559550000,0
20/11/2013,bitcoin,577.98,6943300000,0
21/11/2013,bitcoin,594.32,7142030000,0
22/11/2013,bitcoin,724.07,8703970000,0
23/11/2013,bitcoin,771.7,9279850000,0
24/11/2013,bitcoin,795.63,9570990000,0
25/11/2013,bitcoin,773.02,9302270000,0
26/11/2013,bitcoin,805.73,9699360000,0
27/11/2013,bitcoin,923.85,11124900000,0
28/11/2013,bitcoin,1003.38,12087000000,0
29/11/2013,bitcoin,1042.01,12557100000,0
30/11/2013,bitcoin,1129.37,13614700000,0
01/12/2013,bitcoin,1128.92,13614300000,0
02/12/2013,bitcoin,951.42,11478300000,0
03/12/2013,bitcoin,1046.4,12628300000,0
04/12/2013,bitcoin,1077.58,13010000000,0
05/12/2013,bitcoin,1152.73,13922300000,0
06/12/2013,bitcoin,1042.38,12593900000,0
07/12/2013,bitcoin,835.32,10096600000,0
08/12/2013,bitcoin,697.31,8431860000,0
09/12/2013,bitcoin,793.8,9602480000,0
10/12/2013,bitcoin,892.32,10798200000,0
11/12/2013,bitcoin,989.07,11973700000,0
12/12/2013,bitcoin,882.78,10690600000,0
13/12/2013,bitcoin,874.98,10599700000,0
14/12/2013,bitcoin,899.85,10904900000,0
15/12/2013,bitcoin,875.29,10611600000,0
16/12/2013,bitcoin,880.33,10676600000,0
17/12/2013,bitcoin,706.37,8570390000,0
18/12/2013,bitcoin,678.2,8232040000,0
19/12/2013,bitcoin,519.06,6302970000,0
20/12/2013,bitcoin,694.22,8433870000,0
21/12/2013,bitcoin,619.9,7533740000,0
22/12/2013,bitcoin,601.78,7315940000,0
23/12/2013,bitcoin,613.06,7455670000,0
24/12/2013,bitcoin,672.36,8179730000,0
25/12/2013,bitcoin,666.31,8108930000,0
26/12/2013,bitcoin,683.94,8326270000,0
27/12/2013,bitcoin,763.28,9295570000,46862700
28/12/2013,bitcoin,737.98,8990850000,32505800
29/12/2013,bitcoin,728.05,8872600000,19011300
30/12/2013,bitcoin,741.35,9037000000,20707700
31/12/2013,bitcoin,760.32,9268240000,20897300
01/01/2014,bitcoin,754.97,9203030000,22489400
02/01/2014,bitcoin,773.44,9428180000,38489500
03/01/2014,bitcoin,802.85,9786680000,37810100
04/01/2014,bitcoin,823.27,10035600000,38005000
05/01/2014,bitcoin,858.55,10465700000,72898500
06/01/2014,bitcoin,936.05,11410400000,85565700
07/01/2014,bitcoin,946.49,11571400000,81311700
08/01/2014,bitcoin,795.99,9734800000,74175600
09/01/2014,bitcoin,841.47,10295100000,59998600
10/01/2014,bitcoin,846.69,10363300000,31876800
11/01/2014,bitcoin,867.32,10619900000,44754200
12/01/2014,bitcoin,919.6,11264800000,39623500
13/01/2014,bitcoin,860.19,10541500000,45580900
14/01/2014,bitcoin,843.17,10336500000,20829800
15/01/2014,bitcoin,833.12,10216700000,28107200
16/01/2014,bitcoin,860.29,10553800000,19149300
17/01/2014,bitcoin,834.49,10241200000,39031700
18/01/2014,bitcoin,816.07,10018200000,18052700
19/01/2014,bitcoin,839.66,10311500000,24365700
20/01/2014,bitcoin,871.39,10704800000,27652700
21/01/2014,bitcoin,869.65,10687700000,18997300
22/01/2014,bitcoin,867.21,10661400000,18453700
23/01/2014,bitcoin,845.46,10398000000,15607100
24/01/2014,bitcoin,822.43,10118400000,34912000
25/01/2014,bitcoin,796.24,9799920000,24303900
26/01/2014,bitcoin,853.68,10510400000,32224300
27/01/2014,bitcoin,884.6,10894400000,49233600
28/01/2014,bitcoin,774.02,9535950000,44875500
29/01/2014,bitcoin,809.96,9981850000,17984400
30/01/2014,bitcoin,826.02,10182900000,29918200
31/01/2014,bitcoin,818.43,10092900000,17107900
01/02/2014,bitcoin,828.61,10222300000,19668700
02/02/2014,bitcoin,832.9,10279200000,11300900
03/02/2014,bitcoin,824.08,10174100000,13940100
04/02/2014,bitcoin,823.77,10174000000,16609700
05/02/2014,bitcoin,829.96,10254100000,22395100
06/02/2014,bitcoin,815.59,10079900000,50108700
07/02/2014,bitcoin,783.2,9683190000,113643000
08/02/2014,bitcoin,699.57,8651930000,38742600
09/02/2014,bitcoin,671.46,8307340000,39311400
10/02/2014,bitcoin,681.32,8431680000,112758000
11/02/2014,bitcoin,683.5,8461320000,72745200
12/02/2014,bitcoin,672.38,8326420000,25367600
13/02/2014,bitcoin,651.08,8065550000,38588100
14/02/2014,bitcoin,601.17,7449940000,102506000
15/02/2014,bitcoin,660.9,8193290000,26709200
16/02/2014,bitcoin,651.3,8077340000,40061700
17/02/2014,bitcoin,614.23,7620580000,31948400
18/02/2014,bitcoin,627.16,7783430000,20015100
19/02/2014,bitcoin,625.97,7771210000,13897800
20/02/2014,bitcoin,623.09,7738580000,46905000
21/02/2014,bitcoin,556.88,6918730000,47308100
22/02/2014,bitcoin,574.24,7136600000,31254000
23/02/2014,bitcoin,606.47,7539890000,31434400
24/02/2014,bitcoin,606.04,7537080000,57893900
25/02/2014,bitcoin,540.24,6721330000,126314000
26/02/2014,bitcoin,537.04,6683680000,64642700
27/02/2014,bitcoin,581.65,7241560000,25540800
28/02/2014,bitcoin,579.7,7219990000,28076100
01/03/2014,bitcoin,549.92,6851590000,18668100
02/03/2014,bitcoin,567.23,7069290000,7950760
03/03/2014,bitcoin,562.56,7013060000,96056900
04/03/2014,bitcoin,668.24,8332950000,55344600
05/03/2014,bitcoin,666.24,8310510000,22461900
06/03/2014,bitcoin,664.52,8291650000,16068100
07/03/2014,bitcoin,664.31,8291900000,34150800
08/03/2014,bitcoin,629.66,7862010000,18654200
09/03/2014,bitcoin,616.31,7697910000,15396500
10/03/2014,bitcoin,636.33,7950820000,20639800
11/03/2014,bitcoin,627.95,7848450000,11732500
12/03/2014,bitcoin,631.91,7900600000,18621200
13/03/2014,bitcoin,633.62,7924860000,11634900
14/03/2014,bitcoin,638.14,7983980000,11913800
15/03/2014,bitcoin,629.37,7876360000,4342080
16/03/2014,bitcoin,636.5,7968200000,5277290
17/03/2014,bitcoin,630.92,7901040000,14648200
18/03/2014,bitcoin,621.84,7789810000,24011500
19/03/2014,bitcoin,613.9,7692450000,14228900
20/03/2014,bitcoin,609.75,7642910000,20572900
21/03/2014,bitcoin,588.29,7376710000,38414100
22/03/2014,bitcoin,571.18,7164770000,17360700
23/03/2014,bitcoin,565.76,7099230000,9288400
24/03/2014,bitcoin,562.51,7061380000,22706900
25/03/2014,bitcoin,585.03,7346810000,14020100
26/03/2014,bitcoin,583.48,7329720000,16401100
27/03/2014,bitcoin,580.26,7291520000,62225400
28/03/2014,bitcoin,477.14,5997850000,58828300
29/03/2014,bitcoin,501.71,6308890000,11147100
30/03/2014,bitcoin,492.37,6193560000,42958300
31/03/2014,bitcoin,462.3,5816910000,28254000
01/04/2014,bitcoin,457,5752280000,35685800
02/04/2014,bitcoin,479.14,6032970000,49647600
03/04/2014,bitcoin,436.44,5497550000,40765500
04/04/2014,bitcoin,445.66,5615980000,22925500
05/04/2014,bitcoin,446.68,5630890000,13404500
06/04/2014,bitcoin,463.4,5843670000,10241400
07/04/2014,bitcoin,461.47,5821160000,15616600
08/04/2014,bitcoin,447.61,5648000000,10921600
09/04/2014,bitcoin,453.18,5719730000,13204400
10/04/2014,bitcoin,442.26,5583670000,55868300
11/04/2014,bitcoin,363.71,4593400000,62562800
12/04/2014,bitcoin,420.89,5317310000,19226500
13/04/2014,bitcoin,421.46,5326230000,22493500
14/04/2014,bitcoin,414.83,5244350000,50730200
15/04/2014,bitcoin,458.37,5797070000,49561000
16/04/2014,bitcoin,522.18,6606460000,56480100
17/04/2014,bitcoin,529.07,6695650000,34025500
18/04/2014,bitcoin,495.8,6276700000,19042400
19/04/2014,bitcoin,479.58,6073340000,19588200
20/04/2014,bitcoin,501.75,6356070000,12103100
21/04/2014,bitcoin,497.74,6307460000,15171400
22/04/2014,bitcoin,495.45,6280640000,11670900
23/04/2014,bitcoin,488.36,6192560000,9814530
24/04/2014,bitcoin,490.82,6225860000,13009400
25/04/2014,bitcoin,500.09,6345230000,46856500
26/04/2014,bitcoin,461.7,5860330000,12214600
27/04/2014,bitcoin,457.24,5805530000,10949500
28/04/2014,bitcoin,430.72,5470650000,23876600
29/04/2014,bitcoin,439.98,5590030000,16401400
30/04/2014,bitcoin,446.89,5679680000,15244900
01/05/2014,bitcoin,447.63,5690670000,12871800
02/05/2014,bitcoin,457.36,5816390000,10394200
03/05/2014,bitcoin,449.4,5716960000,9849640
04/05/2014,bitcoin,438.52,5580030000,5621260
05/05/2014,bitcoin,434.78,5534140000,10004800
06/05/2014,bitcoin,433.36,5517460000,12507300
07/05/2014,bitcoin,429.34,5468310000,18332200
08/05/2014,bitcoin,438.68,5588990000,9446580
09/05/2014,bitcoin,440.18,5609930000,10347900
10/05/2014,bitcoin,450.46,5742830000,6682600
11/05/2014,bitcoin,453.92,5789010000,12251700
12/05/2014,bitcoin,438.3,5591520000,7383770
13/05/2014,bitcoin,441.53,5634510000,7682670
14/05/2014,bitcoin,440.59,5624310000,9472960
15/05/2014,bitcoin,444.14,5671210000,7362980
16/05/2014,bitcoin,447.39,5714640000,6475100
17/05/2014,bitcoin,448.12,5725990000,2945790
18/05/2014,bitcoin,448.7,5735400000,2857830
19/05/2014,bitcoin,446.08,5703760000,6242620
20/05/2014,bitcoin,446.31,5708560000,40327500
21/05/2014,bitcoin,485.8,6215880000,14626000
22/05/2014,bitcoin,492.05,6297990000,33086500
23/05/2014,bitcoin,525.72,6731160000,34934700
24/05/2014,bitcoin,521.05,6673600000,11499300
25/05/2014,bitcoin,525.23,6729120000,47010300
26/05/2014,bitcoin,571.39,7322870000,29959800
27/05/2014,bitcoin,582.59,7468620000,38032000
28/05/2014,bitcoin,571.91,7333770000,19289000
29/05/2014,bitcoin,576.33,7392820000,18707800
30/05/2014,bitcoin,568.18,7290240000,31985400
31/05/2014,bitcoin,615.69,7902400000,15107100
01/06/2014,bitcoin,623.69,8007450000,45259100
02/06/2014,bitcoin,629.64,8086630000,45450200
03/06/2014,bitcoin,660.55,8486730000,40653700
04/06/2014,bitcoin,666.77,8569660000,37731500
05/06/2014,bitcoin,641.07,8242230000,29621300
06/06/2014,bitcoin,659.28,8478870000,18680100
07/06/2014,bitcoin,653.52,8407050000,15855300
08/06/2014,bitcoin,654.99,8428530000,8614190
09/06/2014,bitcoin,655.64,8439070000,19065400
10/06/2014,bitcoin,650.04,8369550000,17913400
11/06/2014,bitcoin,653.19,8412780000,25163800
12/06/2014,bitcoin,633.43,8160590000,50818800
13/06/2014,bitcoin,585.7,7548170000,35700700
14/06/2014,bitcoin,600.75,7744580000,38481200
15/06/2014,bitcoin,575.93,7427200000,23580900
16/06/2014,bitcoin,592.65,7645650000,28677500
17/06/2014,bitcoin,591.59,7634710000,18597300
18/06/2014,bitcoin,609.77,7872150000,17862000
19/06/2014,bitcoin,608.07,7852650000,12803800
20/06/2014,bitcoin,597.4,7717370000,18134100
21/06/2014,bitcoin,593.68,7672030000,9256290
22/06/2014,bitcoin,595.9,7703560000,10877700
23/06/2014,bitcoin,602.16,7787160000,14053800
24/06/2014,bitcoin,593.97,7683850000,14144900
25/06/2014,bitcoin,581.81,7529260000,20687700
26/06/2014,bitcoin,566.14,7329110000,14655900
27/06/2014,bitcoin,581.3,7527840000,20814600
28/06/2014,bitcoin,599.08,7761630000,13398100
29/06/2014,bitcoin,596.33,7728190000,8897470
30/06/2014,bitcoin,602.62,7812050000,46422400
01/07/2014,bitcoin,641.39,8316770000,38446300
02/07/2014,bitcoin,641.04,8314310000,25768200
03/07/2014,bitcoin,650.77,8442770000,18949000
04/07/2014,bitcoin,644.65,8365570000,22237200
05/07/2014,bitcoin,629.95,8177490000,9105940
06/07/2014,bitcoin,631.77,8203530000,10080000
07/07/2014,bitcoin,635.46,8253710000,17813600
08/07/2014,bitcoin,622.57,8088590000,10005500
09/07/2014,bitcoin,625.22,8125370000,9819150
10/07/2014,bitcoin,624.83,8122830000,15880700
11/07/2014,bitcoin,616.66,8019000000,16467100
12/07/2014,bitcoin,631.88,8219370000,13329000
13/07/2014,bitcoin,634.22,8252240000,11291000
14/07/2014,bitcoin,626.56,8155140000,12706800
15/07/2014,bitcoin,620,8071770000,10873200
16/07/2014,bitcoin,622.01,8100510000,13182400
17/07/2014,bitcoin,616.54,8031440000,16576700
18/07/2014,bitcoin,622.37,8110060000,14158100
19/07/2014,bitcoin,629.17,8201340000,7222030
20/07/2014,bitcoin,628.56,8196210000,5760120
21/07/2014,bitcoin,623.95,8138520000,10711900
22/07/2014,bitcoin,622.27,8119060000,9602880
23/07/2014,bitcoin,621.12,8106260000,11056600
24/07/2014,bitcoin,619.5,8087290000,20917200
25/07/2014,bitcoin,601.51,7854660000,12279500
26/07/2014,bitcoin,601.54,7857510000,10752900
27/07/2014,bitcoin,595.67,7782830000,7774230
28/07/2014,bitcoin,594.14,7765040000,19316400
29/07/2014,bitcoin,585.55,7655040000,11275400
30/07/2014,bitcoin,584.74,7646630000,14898800
31/07/2014,bitcoin,567.37,7421870000,22467900
01/08/2014,bitcoin,586.2,7670500000,18215900
02/08/2014,bitcoin,594.9,7786620000,8359080
03/08/2014,bitcoin,588.89,7710420000,9917990
04/08/2014,bitcoin,586.23,7677850000,9867570
05/08/2014,bitcoin,589.01,7716120000,10790800
06/08/2014,bitcoin,585.95,7678040000,14497900
07/08/2014,bitcoin,584.65,7663290000,11131400
08/08/2014,bitcoin,588.88,7721090000,11072000
09/08/2014,bitcoin,592.47,7770550000,7922070
10/08/2014,bitcoin,589.17,7730000000,7555310
11/08/2014,bitcoin,591.28,7760290000,14764200
12/08/2014,bitcoin,576.51,7569070000,13978200
13/08/2014,bitcoin,570.38,7490990000,25777500
14/08/2014,bitcoin,546.18,7175190000,35803900
15/08/2014,bitcoin,511.14,6717150000,25598300
16/08/2014,bitcoin,497.83,6544250000,22832500
17/08/2014,bitcoin,519.14,6826520000,24300900
18/08/2014,bitcoin,491.51,6465210000,50783800
19/08/2014,bitcoin,461.48,6072520000,38422400
20/08/2014,bitcoin,485.07,6385230000,46527600
21/08/2014,bitcoin,510.45,6721410000,49444200
22/08/2014,bitcoin,517.58,6817460000,36563900
23/08/2014,bitcoin,513.39,6764340000,25171900
24/08/2014,bitcoin,498.29,6567300000,19441700
25/08/2014,bitcoin,508.22,6700090000,18356700
26/08/2014,bitcoin,502.54,6626970000,23235100
27/08/2014,bitcoin,512.19,6756340000,22648500
28/08/2014,bitcoin,510.88,6741320000,19862000
29/08/2014,bitcoin,508.43,6711080000,17624800
30/08/2014,bitcoin,508.59,6715420000,9424070
31/08/2014,bitcoin,502.9,6642630000,44632300
01/09/2014,bitcoin,477.79,6313120000,20432000
02/09/2014,bitcoin,474.48,6270970000,23337900
03/09/2014,bitcoin,476.87,6304370000,13342200
04/09/2014,bitcoin,477.68,6317100000,26081400
05/09/2014,bitcoin,489.67,6477530000,15302500
06/09/2014,bitcoin,483.34,6395630000,10601400
07/09/2014,bitcoin,485.13,6421460000,8994050
08/09/2014,bitcoin,481.81,6379410000,30238000
09/09/2014,bitcoin,474.88,6289350000,21447800
10/09/2014,bitcoin,475.48,6299070000,22787800
11/09/2014,bitcoin,479.62,6355700000,16852900
12/09/2014,bitcoin,479.58,6357290000,15437200
13/09/2014,bitcoin,477.79,6335400000,15588000
14/09/2014,bitcoin,479.12,6355140000,13105500
15/09/2014,bitcoin,477.76,6339090000,15345200
16/09/2014,bitcoin,474.86,6302440000,16797300
17/09/2014,bitcoin,465.86,6185010000,21056800
18/09/2014,bitcoin,456.86,6067610000,34483200
19/09/2014,bitcoin,424.1,5634440000,37919700
20/09/2014,bitcoin,394.67,5245150000,36863600
21/09/2014,bitcoin,408.08,5425180000,26580100
22/09/2014,bitcoin,399.1,5307360000,24127600
23/09/2014,bitcoin,402.09,5348840000,45099500
24/09/2014,bitcoin,435.75,5798220000,30627700
25/09/2014,bitcoin,423.16,5632260000,26814400
26/09/2014,bitcoin,411.43,5477970000,21460800
27/09/2014,bitcoin,403.56,5374500000,15029300
28/09/2014,bitcoin,399.47,5321420000,23613300
29/09/2014,bitcoin,376.93,5022360000,32497700
30/09/2014,bitcoin,376.09,5012450000,34707300
01/10/2014,bitcoin,387.43,5165060000,26229400
02/10/2014,bitcoin,383.99,5120700000,21777700
03/10/2014,bitcoin,375.18,5004540000,30901200
04/10/2014,bitcoin,359.89,4801920000,47236500
05/10/2014,bitcoin,328.92,4389890000,83308100
06/10/2014,bitcoin,320.39,4277430000,79011800
07/10/2014,bitcoin,330.58,4414880000,49199900
08/10/2014,bitcoin,336.12,4489870000,54736300
09/10/2014,bitcoin,352.75,4713320000,83641100
10/10/2014,bitcoin,364.69,4874190000,43665700
11/10/2014,bitcoin,361.36,4831160000,13345200
12/10/2014,bitcoin,362.61,4849070000,17552800
13/10/2014,bitcoin,377.92,5055290000,35221400
14/10/2014,bitcoin,391.69,5241030000,38491500
15/10/2014,bitcoin,400.95,5366290000,25267100
16/10/2014,bitcoin,394.52,5281630000,26990000
17/10/2014,bitcoin,382.76,5125580000,13600700
18/10/2014,bitcoin,383.98,5143260000,11416800
19/10/2014,bitcoin,391.25,5242370000,5914570
20/10/2014,bitcoin,389.23,5216560000,16419000
21/10/2014,bitcoin,382.42,5126590000,14188900
22/10/2014,bitcoin,386.12,5177640000,11641300
23/10/2014,bitcoin,382.96,5136830000,26456900
24/10/2014,bitcoin,358.59,4811290000,15585700
25/10/2014,bitcoin,358.61,4812990000,18127500
26/10/2014,bitcoin,347.49,4665040000,11272500
27/10/2014,bitcoin,354.78,4764020000,13033000
28/10/2014,bitcoin,353.21,4744450000,7845880
29/10/2014,bitcoin,357.09,4797700000,18192700
30/10/2014,bitcoin,335.71,4511760000,30177900
31/10/2014,bitcoin,345.01,4638210000,12545400
01/11/2014,bitcoin,338.65,4554320000,16677200
02/11/2014,bitcoin,326.07,4386500000,8603620
03/11/2014,bitcoin,325.57,4380950000,12948500
04/11/2014,bitcoin,327.16,4403750000,15655500
05/11/2014,bitcoin,330.68,4452510000,19817200
